laptop_ID,Company,TypeName,Inches,DisplayType,ResolutionWidth,ResolutionHeight,CpuBrand,CpuType,CpuClockSpeed_GHz,Ram,Ram_GB,Memory,PrimaryMemory,SecondaryMemory,MemorySize_GB,Gpu,Gpu_Brand,OpSys,Weight_kg,Price_euros
1007,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,2.3,1349.0
1008,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.68,889.0
1009,Asus,Notebook,13.3,Quad HD+,3200,1800,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.4,1150.0
1010,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.11,1349.0
1011,Acer,Notebook,15.6,,1366,768,Intel,Pentium,1.1,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 505,Intel,Windows 10,2.4,380.0
1012,Asus,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.5,1799.0
1013,HP,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.48,2089.0
1014,Acer,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.7,1260.0
1015,HP,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.34,1189.0
1016,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,2.18,547.0
1017,HP,Notebook,14.0,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.64,779.0
1018,Toshiba,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,1.2,1195.0
1019,HP,Notebook,14.0,,1366,768,Intel,Core i5,2.4,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.48,1099.99
1020,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.95,1205.0
1021,HP,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.43,1449.0
1022,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,1.64,1049.26
1023,HP,Notebook,14.0,,1366,768,Intel,Core i3,2.4,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.64,684.0
1024,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1.0TB Hybrid,Hybrid,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.65,949.0
1025,HP,Ultrabook,12.5,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.26,1539.0
1026,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.48,1590.0
1027,HP,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.54,1887.21
1028,HP,Notebook,13.3,,1366,768,Intel,Core i3,2.4,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.49,800.0
1029,Toshiba,Notebook,13.3,,1366,768,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.5,1210.0
1030,HP,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.04,769.99
1031,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Nvidia Quadro 3000M,Nvidia,Windows 7,2.4,2968.0
1032,Toshiba,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.47,1490.0
1033,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.43,2229.0
1034,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i3,2.3,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Windows 10,2.08,795.99
1035,Toshiba,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.2,1590.0
1036,HP,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.11,1149.0
1037,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,1.64,1185.43
1038,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.4,8GB,8,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.09,1046.44
1039,HP,Ultrabook,12.5,,1366,768,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.26,1559.0
1040,HP,Notebook,14.0,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.31,1189.0
1041,HP,Notebook,14.0,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.95,1060.0
1042,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.29,1624.0
1043,HP,Notebook,17.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.63,1080.0
1044,HP,Notebook,14.0,,1366,768,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.64,973.0
1045,Acer,Notebook,15.6,,1366,768,AMD,A9,3.0,6GB,6,1TB HDD,HDD,None,1000.0,AMD Radeon R5,AMD,Windows 10,2.1,409.0
1046,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.7,1191.8
1047,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.95,1195.0
1048,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.84,1228.99
1049,HP,Ultrabook,12.5,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.26,1349.0
1050,HP,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.04,742.0
1051,Toshiba,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.47,1725.0
1052,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.4,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,2.09,1062.95
1053,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.64,1010.51
1054,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.8,847.0
1055,Vero,Notebook,14.0,,1366,768,Intel,Atom,1.44,2GB,2,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 400,Intel,Windows 10,1.45,210.8
1056,Toshiba,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.5,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce 930M,Nvidia,Windows 10,2.4,1425.0
1057,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,2.3,1049.6
1058,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,1.54,1000.0
1059,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.4,8GB,8,256GB SSD +  500GB HDD,SSD,HDD,756.0,Intel HD Graphics 520,Intel,Windows 10,1.84,2103.34
1060,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.43,1469.0
1061,MSI,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,3.78,1545.64
1062,Lenovo,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,4.6,2289.99
1063,Asus,Netbook,11.6,,1366,768,Intel,Celeron,1.6,4GB,4,16GB Flash Storage,FlashStorage,None,16.0,Intel HD Graphics 400,Intel,Chrome OS,1.2,287.9
1064,Lenovo,Notebook,14.0,IPS Panel,2560,1440,Intel,Core i7,2.6,16GB,16,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.1,2620.0
1065,HP,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 940MX,Nvidia,Windows 10,1.91,979.0
1066,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.3,1094.0
1067,HP,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.04,979.0
1068,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i7,2.7,16GB,16,1TB SSD,SSD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,1.2,2254.0
1069,HP,Notebook,15.6,,1366,768,Intel,Core i3,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.31,705.15
1070,HP,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,No OS,1.96,499.0
1071,Acer,Notebook,15.6,,1366,768,AMD,A8,2.2,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon R5,AMD,Windows 10,2.4,449.0
1072,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,12GB,12,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.6,1299.0
1073,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.94,1819.0
1074,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.04,1070.0
1075,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 965M,Nvidia,No OS,4.0,998.0
1076,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics,Intel,Windows 10,2.25,559.0
1077,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,2TB HDD,HDD,None,2000.0,AMD Radeon R7 M445,AMD,Windows 10,2.32,989.99
1079,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,1.8,1929.0
1080,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.29,1458.0
1081,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,64GB,64,1TB SSD,SSD,None,1000.0,Nvidia GeForce GTX 980 ,Nvidia,Windows 10,3.58,3975.0
1082,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.62,798.01
1083,Dell,Gaming,15.6,4K Ultra HD,3840,2160,Intel,Core i7,2.6,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 970M,Nvidia,Windows 10,3.21,1329.0
1084,Apple,Ultrabook,12.0,IPS Panel Retina Display,2304,1440,Intel,Core M,1.1,8GB,8,256GB Flash Storage,FlashStorage,None,256.0,Intel HD Graphics 515,Intel,Mac OS X,0.92,1300.0
1085,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.06,481.98
1086,HP,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.31,1199.0
1087,HP,Ultrabook,12.5,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.26,1199.0
1088,HP,Notebook,13.3,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.49,1090.0
1089,Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.3,1713.49
1090,Lenovo,Notebook,17.3,,1600,900,Intel,Core i5,2.3,8GB,8,1.0TB HDD,HDD,None,1000.0,AMD Radeon R5 M330,AMD,Windows 10,3.0,659.0
1091,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 950M,Nvidia,Windows 10,2.3,977.0
1092,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,3.78,2499.0
1093,Lenovo,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.1,540.0
1094,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 7,2.31,940.0
1095,Lenovo,Ultrabook,12.5,IPS Panel Touchscreen,2560,1440,Intel,Core M,1.2,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 515,Intel,Windows 10,0.99,1399.0
1096,Lenovo,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,32GB,32,512GB SSD +  1.0TB Hybrid,SSD,Hybrid,1512.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,4.6,3240.0
1097,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen,1920,1200,Intel,Atom,1.44,4GB,4,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics 400,Intel,Windows 10,0.69,646.27
1098,HP,Ultrabook,13.3,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.3,2049.0
1099,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.18,750.0
1100,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 7,1.54,1030.99
1101,HP,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,AMD FirePro W4190M,AMD,Windows 7,1.9,1495.0
1102,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,180GB SSD,SSD,None,180.0,Intel HD Graphics 520,Intel,Windows 7,1.7,1199.0
1103,HP,Notebook,13.3,Quad HD+,3200,1800,Intel,Pentium,1.5,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 515,Intel,Chrome OS,1.29,615.0
1104,Acer,Notebook,15.6,,1366,768,AMD,A8,2.2,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R5,AMD,Windows 10,2.4,387.0
1105,Dell,Notebook,15.6,,1366,768,Intel,Pentium,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics,Intel,Linux,2.2,393.49
1106,HP,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,No OS,1.86,345.99
1107,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.7,1599.0
1108,Dell,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,256GB SSD,SSD,None,256.0,AMD Radeon 530,AMD,Windows 10,1.4,818.35
1109,HP,Netbook,12.5,,1366,768,Intel,Core i5,2.3,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 7,2.4,1599.0
1110,Acer,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 950M,Nvidia,Windows 10,2.4,799.0
1111,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon R7 M445,AMD,Windows 10,2.36,638.8
1112,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 965M,Nvidia,Windows 10,2.6,1599.0
1113,HP,Notebook,15.6,,1366,768,Intel,Pentium,1.6,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 405,Intel,Windows 10,1.96,500.0
1114,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,4.3,2299.0
1115,Dell,Ultrabook,12.5,,1366,768,Intel,Core i3,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 7,1.5,1135.15
1116,Dell,Ultrabook,12.5,,1366,768,Intel,Core i3,2.3,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 7,1.5,1166.97
1117,Acer,Notebook,15.6,,1366,768,Intel,Celeron,1.5,4GB,4,16GB SSD,SSD,None,16.0,Intel HD Graphics,Intel,Chrome OS,2.2,209.0
1118,HP,Workstation,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,1TB HDD,HDD,None,1000.0,AMD FirePro W6150M,AMD,Windows 7,3.0,2899.0
1119,Lenovo,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.4,1199.0
1120,Dell,Ultrabook,12.5,,1366,768,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.5,1413.1
1121,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 960M,Nvidia,Windows 10,2.9,1511.19
1122,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,2.3,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,2.1,867.0
1123,HP,Notebook,15.6,Full HD,1920,1080,AMD,A6,2.5,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R4,AMD,Windows 10,2.1,398.0
1124,Asus,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 960M,Nvidia,Windows 10,2.59,1339.0
1125,HP,Notebook,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core M,1.1,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 515,Intel,Windows 10,1.16,1699.0
1126,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R5 M315,AMD,Windows 7,2.24,769.15
1127,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.1,429.0
1128,HP,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 10,1.16,1969.0
1129,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen,1920,1200,Intel,Atom,1.44,4GB,4,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics 400,Intel,Android,0.69,549.0
1130,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,2.4,8GB,8,256GB SSD,SSD,None,256.0,Intel Iris Plus Graphics 640,Intel,Windows 10,1.23,1379.0
1131,Lenovo,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD +  1.0TB Hybrid,SSD,Hybrid,1256.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,4.6,2749.99
1132,Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD,3840,2160,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.25,1029.0
1133,Toshiba,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.05,2226.0
1134,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 960M,Nvidia,Windows 10,3.52,1312.49
1135,Vero,Notebook,13.3,Full HD,1920,1080,Intel,Atom,1.44,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 400,Intel,Windows 10,1.35,196.0
1136,HP,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.16,1690.0
1137,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.43,1513.0
1138,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Linux,2.09,523.63
1139,Asus,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.0,435.0
1140,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.8,1669.0
1141,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen,1920,1200,Intel,Atom,1.44,4GB,4,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics 400,Intel,Windows 10,0.69,479.0
1142,HP,Ultrabook,12.5,,1366,768,Intel,Core i5,2.4,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,1.26,1895.0
1143,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,No OS,2.4,989.0
1144,HP,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,3.35,1129.0
1145,HP,Notebook,15.6,,1366,768,Intel,Core i7,2.7,8GB,8,2TB HDD,HDD,None,2000.0,Intel HD Graphics 620,Intel,Windows 10,2.04,629.0
1146,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.6,8GB,8,512GB SSD,SSD,None,512.0,Nvidia Quadro M500M,Nvidia,Windows 7,1.8,2050.38
