laptop_ID,Company,TypeName,Product,Inches,DisplayType,Touchscreen,IPS Panel,ResolutionWidth,ResolutionHeight,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemorySize,SecondaryMemorySize,MemorySize_GB,Gpu_Brand,Gpu_Product,OpSys,Weight_kg,Price_euros
990,Lenovo,Notebook,ThinkPad T460,14.0,,,,1366,768,Intel,Core i5 6200U,2.3,4,Hybrid,None,508.0,0.0,508.0,Intel,HD Graphics 520,Windows 7,1.7,1002.0
991,Asus,2 in 1 Convertible,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,15.6,4K Ultra HD,Present,None,3840,2160,Intel,Core i7 7500U,2.7,16,SSD,Present,512.0,2000.0,2512.0,Nvidia,GeForce GTX 950M,Windows 10,2.3,1799.0
992,HP,Notebook,15-bs053od (i7-7500U/6GB/1TB/W10),15.6,,,,1366,768,Intel,Core i7 7500U,2.7,6,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,2.04,579.0
993,Asus,Gaming,Rog GL753VE-DS74,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.99,1749.0
994,Dell,2 in 1 Convertible,Inspiron 7579,15.6,Full HD,Present,Present,1920,1080,Intel,Core i7 7500U,2.7,12,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,2.19,1299.0
995,Toshiba,Notebook,Portege Z30-C-1CV,13.3,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,Windows 7,1.2,1195.0
996,Lenovo,Notebook,IdeaPad 320-15ABR,15.6,Full HD,None,None,1920,1080,AMD,A12-Series 9720P,3.6,6,SSD,None,256.0,0.0,256.0,AMD,Radeon 530,Windows 10,2.2,549.0
997,Fujitsu,Notebook,LifeBook A556,15.6,,,,1366,768,Intel,Core i5 6200U,2.3,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,2.3,649.0
998,Toshiba,Notebook,Tecra A40-C-1KF,14.0,,,,1366,768,Intel,Core i5 6200U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,1.75,915.0
999,Dell,Notebook,Inspiron 3567,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,AMD,Radeon R5 M430,Windows 10,2.25,599.0
1000,HP,Notebook,Probook 450,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,2.04,806.0
1001,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1060,Windows 10,2.5,1189.0
1002,Dell,Notebook,Inspiron 5567,15.6,,,,1366,768,Intel,Core i7 7500U,2.7,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R7 M445,Windows 10,2.36,749.0
1003,Dell,Notebook,Latitude 5480,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 620 ,Windows 10,1.6,1119.0
1004,HP,Netbook,EliteBook Folio,12.5,Full HD,None,None,1920,1080,Intel,Core M 6Y75,1.2,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 515,Windows 10,0.97,1908.0
1005,HP,Notebook,15-bs005nv (i3-6006U/4GB/1TB,15.6,Full HD,None,None,1920,1080,Intel,Core i3 6006U,2.0,4,SSD,Present,128.0,1000.0,1128.0,AMD,Radeon 520,Windows 10,2.1,499.0
1006,Lenovo,Notebook,V110-15IAP (N3350/4GB/128GB/No,15.6,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 500,No OS,1.9,270.62
1007,Lenovo,Notebook,ThinkPad T560,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,2.3,1349.0
1008,Dell,2 in 1 Convertible,Inspiron 5378,13.3,Full HD,Present,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.68,889.0
1009,Asus,Notebook,ZenBook UX310UA-FB485T,13.3,Quad HD+,None,None,3200,1800,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.4,1150.0
1010,HP,Ultrabook,Spectre 13-V111dx,13.3,Full HD,Present,Present,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.11,1349.0
1011,Acer,Notebook,Aspire ES1-533,15.6,,,,1366,768,Intel,Pentium Quad Core N4200,1.1,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 505,Windows 10,2.4,380.0
1012,Asus,Gaming,Rog GL553VE-DS74,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,1799.0
1013,HP,Ultrabook,EliteBook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.48,2089.0
1014,Acer,Gaming,Nitro 5,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,Windows 10,2.7,1260.0
1015,HP,Notebook,ENVY -,13.3,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.34,1189.0
1016,Dell,Notebook,Vostro 3568,15.6,,,,1366,768,Intel,Core i3 7100U,2.4,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 620,Windows 10,2.18,547.0
1017,HP,Notebook,Probook 440,14.0,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,1.64,779.0
1018,Toshiba,Notebook,Portege Z30-C-16H,13.3,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,Windows 10,1.2,1195.0
1019,HP,Notebook,EliteBook 840,14.0,,,,1366,768,Intel,Core i5 6300U,2.4,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.48,1099.99
1020,HP,Notebook,ProBook 640,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.95,1205.0
1021,HP,Ultrabook,EliteBook 1040,14.0,Full HD,None,None,1920,1080,Intel,Core i7 6600U,2.6,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 7,1.43,1449.0
1022,HP,Notebook,ProBook 440,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930MX,Windows 10,1.64,1049.26
1023,HP,Notebook,Probook 440,14.0,,,,1366,768,Intel,Core i3 7100U,2.4,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,1.64,684.0
1024,Dell,Gaming,Inspiron 7567,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,8,Hybrid,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,2.65,949.0
1025,HP,Ultrabook,EliteBook 820,12.5,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,1.26,1539.0
1026,HP,Notebook,Elitebook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.48,1590.0
1027,HP,Ultrabook,EliteBook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.54,1887.21
1028,HP,Notebook,Probook 430,13.3,,,,1366,768,Intel,Core i3 7100U,2.4,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,1.49,800.0
1029,Toshiba,Notebook,Portege A30-C-1CZ,13.3,,,,1366,768,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.5,1210.0
1030,HP,Notebook,ProBook 450,15.6,,,,1366,768,Intel,Core i3 7100U,2.4,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.04,769.99
1031,Lenovo,Notebook,ThinkPad P70,17.3,4K Ultra HD,None,Present,3840,2160,Intel,Core i7 6820HQ,2.7,16,SSD,None,512.0,0.0,512.0,Nvidia,Quadro 3000M,Windows 7,2.4,2968.0
1032,Toshiba,Notebook,Tecra Z40-C-12Z,14.0,Full HD,None,Present,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.47,1490.0
1033,HP,Notebook,EliteBook 1040,14.0,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.43,2229.0
1034,Dell,2 in 1 Convertible,Inspiron 5568,15.6,Full HD,Present,Present,1920,1080,Intel,Core i3 6100U,2.3,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 520,Windows 10,2.08,795.99
1035,Toshiba,Ultrabook,Portege Z30-C-16K,13.3,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.2,1590.0
1036,HP,Notebook,Spectre 13-V100nv,13.3,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.11,1149.0
1037,HP,Notebook,ProBook 440,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930MX,Windows 10,1.64,1185.43
1038,Dell,Notebook,Latitude E5570,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6300U,2.4,8,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.09,1046.44
1039,HP,Ultrabook,Elitebook 820,12.5,,,,1366,768,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.26,1559.0
1040,HP,Notebook,ProBook 650,14.0,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,2.31,1189.0
1041,HP,Notebook,ProBook 640,14.0,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,1.95,1060.0
1042,Dell,Ultrabook,XPS 13,13.3,Quad HD+,Present,None,3200,1800,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.29,1624.0
1043,HP,Notebook,Probook 470,17.3,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930MX,Windows 10,2.63,1080.0
1044,HP,Notebook,ProBook 440,14.0,,,,1366,768,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.64,973.0
1045,Acer,Notebook,Aspire 3,15.6,,,,1366,768,AMD,A9-Series 9420,3.0,6,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R5,Windows 10,2.1,409.0
1046,MSI,Gaming,GL72M 7RDX,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,Windows 10,2.7,1191.8
1047,HP,Notebook,Probook 640,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 7,1.95,1195.0
1048,HP,Notebook,EliteBook 850,15.6,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.84,1228.99
1049,HP,Ultrabook,EliteBook 820,12.5,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.26,1349.0
1050,HP,Notebook,ProBook 450,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,2.04,742.0
1051,Toshiba,Ultrabook,Tecra Z40-C-136,14.0,Full HD,None,Present,1920,1080,Intel,Core i7 6600U,2.6,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.47,1725.0
1052,Dell,Notebook,Latitude E5570,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6300U,2.4,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 7,2.09,1062.95
1053,HP,Notebook,ProBook 440,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.64,1010.51
1054,Lenovo,2 in 1 Convertible,Yoga 500-15ISK,15.6,Full HD,Present,Present,1920,1080,Intel,Core i7 6500U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.8,847.0
1055,Vero,Notebook,V142 (X5-Z8350/2GB/32GB/W10),14.0,,,,1366,768,Intel,Atom X5-Z8350,1.44,2,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 400,Windows 10,1.45,210.8
1056,Toshiba,Notebook,Tecra A50-C-218,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 6500U,2.5,16,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930M,Windows 10,2.4,1425.0
1057,Lenovo,Notebook,Thinkpad L560,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,2.3,1049.6
1058,HP,Notebook,EliteBook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,1.54,1000.0
1059,HP,Notebook,EliteBook 850,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6300U,2.4,8,SSD,Present,256.0,500.0,756.0,Intel,HD Graphics 520,Windows 10,1.84,2103.34
1060,HP,Notebook,EliteBook 1040,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 7,1.43,1469.0
1061,MSI,Gaming,GT72S Dominator,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6820HK,2.7,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 980M,Windows 10,3.78,1545.64
1062,Lenovo,Gaming,IdeaPad Y900-17ISK,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6700HQ,2.6,16,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 980M,Windows 10,4.6,2289.99
1063,Asus,Netbook,Chromebook C202SA,11.6,,,,1366,768,Intel,Celeron Dual Core N3060,1.6,4,FlashStorage,None,16.0,0.0,16.0,Intel,HD Graphics 400,Chrome OS,1.2,287.9
1064,Lenovo,Notebook,ThinkPad X1,14.0,,None,Present,2560,1440,Intel,Core i7 6600U,2.6,16,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 7,1.1,2620.0
1065,HP,Notebook,Noteb Pav,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7500U,2.7,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce 940MX,Windows 10,1.91,979.0
1066,Dell,2 in 1 Convertible,Inspiron 5578,15.6,Full HD,Present,Present,1920,1080,Intel,Core i5 7200U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.3,1094.0
1067,HP,Notebook,ProBook 450,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.04,979.0
1068,Dell,Ultrabook,XPS 13,13.3,Quad HD+,Present,None,3200,1800,Intel,Core i7 7500U,2.7,16,SSD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,1.2,2254.0
1069,HP,Notebook,ProBook 650,15.6,,,,1366,768,Intel,Core i3 6100U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.31,705.15
1070,HP,Notebook,250 G5,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,No OS,1.96,499.0
1071,Acer,Notebook,Aspire ES1-523,15.6,,,,1366,768,AMD,A8-Series 7410,2.2,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R5,Windows 10,2.4,449.0
1072,Dell,2 in 1 Convertible,Inspiron 7378,13.3,Full HD,Present,Present,1920,1080,Intel,Core i7 7500U,2.7,12,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.6,1299.0
1073,MSI,Gaming,GT62VR 6RD,15.6,Full HD,None,None,1920,1080,Intel,Core i7 6700HQ,2.6,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1060,Windows 10,2.94,1819.0
1074,HP,Notebook,ProBook 450,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.04,1070.0
1075,Asus,Gaming,Rog G752VL-GC088D,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6700HQ,2.6,16,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 965M,No OS,4.0,998.0
1076,Dell,Notebook,Inspiron 3567,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics,Windows 10,2.25,559.0
1077,Dell,Notebook,Inspiron 5567,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,16,HDD,None,2000.0,0.0,2000.0,AMD,Radeon R7 M445,Windows 10,2.32,989.99
1079,MSI,Gaming,GS63VR 6RF,15.6,Full HD,None,None,1920,1080,Intel,Core i7 6700HQ,2.6,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1060,Windows 10,1.8,1929.0
1080,Dell,Ultrabook,XPS 13,13.3,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.29,1458.0
1081,Asus,Gaming,ROG G701VO,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6820HK,2.7,64,SSD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 980 ,Windows 10,3.58,3975.0
1082,Dell,2 in 1 Convertible,Inspiron 5368,13.3,Full HD,Present,None,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.62,798.01
1083,Dell,Gaming,Alienware 15,15.6,4K Ultra HD,None,None,3840,2160,Intel,Core i7 6700HQ,2.6,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 970M,Windows 10,3.21,1329.0
1084,Apple,Ultrabook,"MacBook 12""",12.0,Retina Display,None,Present,2304,1440,Intel,Core M,1.1,8,FlashStorage,None,256.0,0.0,256.0,Intel,HD Graphics 515,Mac OS X,0.92,1300.0
1085,Dell,Notebook,Latitude 3570,15.6,,,,1366,768,Intel,Core i3 6100U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.06,481.98
1086,HP,Notebook,ProBook 650,15.6,,,,1366,768,Intel,Core i5 6200U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.31,1199.0
1087,HP,Ultrabook,EliteBook 820,12.5,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 7,1.26,1199.0
1088,HP,Notebook,ProBook 430,13.3,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.49,1090.0
1089,Lenovo,Ultrabook,ThinkPad Yoga,12.5,Full HD,Present,Present,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.3,1713.49
1090,Lenovo,Notebook,IdeaPad 300-17ISK,17.3,,,,1600,900,Intel,Core i5 6200U,2.3,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R5 M330,Windows 10,3.0,659.0
1091,Lenovo,Notebook,Ideapad 700-15ISK,15.6,Full HD,None,Present,1920,1080,Intel,Core i5 6300HQ,2.3,4,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 950M,Windows 10,2.3,977.0
1092,MSI,Gaming,GT72VR Dominator,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,3.78,2499.0
1093,Lenovo,Notebook,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,,,,1366,768,Intel,Core i5 6200U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.1,540.0
1094,HP,Notebook,Probook 650,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 7,2.31,940.0
1095,Lenovo,Ultrabook,Yoga 900S-12ISK,12.5,,Present,Present,2560,1440,Intel,Core M 6Y75,1.2,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 515,Windows 10,0.99,1399.0
1096,Lenovo,Gaming,IdeaPad Y900-17ISK,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6820HK,2.7,32,SSD,Present,512.0,1000.0,1512.0,Nvidia,GeForce GTX 980M,Windows 10,4.6,3240.0
1097,Lenovo,2 in 1 Convertible,Yoga Book,10.1,,Present,Present,1920,1200,Intel,Atom x5-Z8550,1.44,4,FlashStorage,None,64.0,0.0,64.0,Intel,HD Graphics 400,Windows 10,0.69,646.27
1098,HP,Ultrabook,Spectre x360,13.3,4K Ultra HD,None,Present,3840,2160,Intel,Core i7 7500U,2.7,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.3,2049.0
1099,Dell,Notebook,Vostro 3568,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.18,750.0
1100,HP,Notebook,EliteBook 840,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 7,1.54,1030.99
1101,HP,Workstation,ZBook 15u,15.6,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,8,SSD,None,256.0,0.0,256.0,AMD,FirePro W4190M,Windows 7,1.9,1495.0
1102,Lenovo,Notebook,ThinkPad T460,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,8,SSD,None,180.0,0.0,180.0,Intel,HD Graphics 520,Windows 7,1.7,1199.0
1103,HP,Notebook,Chromebook 13,13.3,Quad HD+,None,None,3200,1800,Intel,Pentium Dual Core 4405Y,1.5,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 515,Chrome OS,1.29,615.0
1104,Acer,Notebook,Aspire ES1-523,15.6,,,,1366,768,AMD,A8-Series 7410,2.2,4,HDD,None,500.0,0.0,500.0,AMD,Radeon R5,Windows 10,2.4,387.0
1105,Dell,Notebook,Inspiron 3552,15.6,,,,1366,768,Intel,Pentium Quad Core N3700,1.6,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics,Linux,2.2,393.49
1106,HP,Notebook,250 G6,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 520,No OS,1.86,345.99
1107,Asus,Gaming,Rog GL702VM-GC354T,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1060,Windows 10,2.7,1599.0
1108,Dell,Ultrabook,Inspiron 5370,13.3,Full HD,None,Present,1920,1080,Intel,Core i5 8250U,1.6,4,SSD,None,256.0,0.0,256.0,AMD,Radeon 530,Windows 10,1.4,818.35
1109,HP,Netbook,Elitebook 820,12.5,,,,1366,768,Intel,Core i5 6200U,2.3,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,Windows 7,2.4,1599.0
1110,Acer,Notebook,Aspire F5-573G,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 950M,Windows 10,2.4,799.0
1111,Dell,Notebook,Inspiron 5567,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R7 M445,Windows 10,2.36,638.8
1112,MSI,Gaming,GS70 Stealth,17.3,Full HD,None,None,1920,1080,Intel,Core i7 6700HQ,2.6,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 965M,Windows 10,2.6,1599.0
1113,HP,Notebook,250 G5,15.6,,,,1366,768,Intel,Pentium Quad Core N3710,1.6,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 405,Windows 10,1.96,500.0
1114,Asus,Gaming,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6700HQ,2.6,16,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 980M,Windows 10,4.3,2299.0
1115,Dell,Ultrabook,Latitude E5270,12.5,,,,1366,768,Intel,Core i3 6100U,2.3,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 7,1.5,1135.15
1116,Dell,Ultrabook,Latitude E5270,12.5,,,,1366,768,Intel,Core i3 6100U,2.3,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,Windows 7,1.5,1166.97
1117,Acer,Notebook,Chromebook 15,15.6,,,,1366,768,Intel,Celeron Dual Core 3205U,1.5,4,SSD,None,16.0,0.0,16.0,Intel,HD Graphics,Chrome OS,2.2,209.0
1118,HP,Workstation,ZBook 17,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6700HQ,2.6,8,HDD,None,1000.0,0.0,1000.0,AMD,FirePro W6150M,Windows 7,3.0,2899.0
1119,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,None,512.0,0.0,512.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,1199.0
